relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source,umls_cui_from_meddra,recommended_name,cosine_similarity
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,39111,19624_15055_15056,disease,acquired angioedema,MONDO_grouped,C0002994,Angioedema,0.8511006343467852
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,83772,15057,disease,renin-angiotensin-aldosterone system-blocker-induced angioedema,MONDO,C0002994,Angioedema,0.676217415391673
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,83773,19013,disease,non-histaminic angioedema,MONDO,C0002994,Angioedema,0.8594814423519367
indication,indication,17235,DB00902,drug,Methdilazine,DrugBank,29854,12526_15053_19623_15054,disease,hereditary angioedema,MONDO_grouped,C0019243,Hereditary angioedema,1.0000000000000002
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,39540,10481,disease,angioedema,MONDO,C0002994,Angioedema,1.0
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,39111,19624_15055_15056,disease,acquired angioedema,MONDO_grouped,C0002994,Angioedema,0.8511006343467852
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,83772,15057,disease,renin-angiotensin-aldosterone system-blocker-induced angioedema,MONDO,C0002994,Angioedema,0.676217415391673
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,83773,19013,disease,non-histaminic angioedema,MONDO,C0002994,Angioedema,0.8594814423519367
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,29854,12526_15053_19623_15054,disease,hereditary angioedema,MONDO_grouped,C0019243,Hereditary angioedema,1.0000000000000002
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14158,DB00328,drug,Indomethacin,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14204,DB00605,drug,Sulindac,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14238,DB00788,drug,Naproxen,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14340,DB01397,drug,Magnesium salicylate,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,36272,2471,disease,bursitis,MONDO,C0006444,Bursitis,1.0000000000000004
indication,indication,20442,DB11656,drug,Rebamipide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15767,DB11181,drug,Homatropine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16060,DB00517,drug,Anisotropine methylbromide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16062,DB00725,drug,Homatropine methylbromide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14843,DB00585,drug,Nizatidine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20172,DB11132,drug,Silicon dioxide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16071,DB01625,drug,Isopropamide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14785,DB00338,drug,Omeprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20403,DB13595,drug,Almasilate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20218,DB09154,drug,Sodium citrate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16059,DB00505,drug,Tridihexethyl,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20443,DB13507,drug,Poldine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14703,DB00940,drug,Methantheline,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20129,DB00475,drug,Chlordiazepoxide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16977,DB02329,drug,Carbenoxolone,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20146,DB09481,drug,Magnesium carbonate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16063,DB00747,drug,Scopolamine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,19331,DB05265,drug,Ecabet,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16313,DB00782,drug,Propantheline,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20214,DB11098,drug,Potassium bicarbonate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16311,DB00670,drug,Pirenzepine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16074,DB04843,drug,Mepenzolate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20444,DB13695,drug,Penthienate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20375,DB06723,drug,Aluminum hydroxide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15839,DB13762,drug,Dexrabeprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20445,DB11964,drug,Ilaprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20424,DB09281,drug,Magnesium trisilicate,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15549,DB05351,drug,Dexlansoprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,20376,DB09104,drug,Magnesium hydroxide,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16055,DB00383,drug,Oxyphencyclimine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15462,DB00736,drug,Esomeprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15144,DB01129,drug,Rabeprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14734,DB09221,drug,Polaprezinc,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14786,DB00448,drug,Lansoprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,15420,DB00213,drug,Pantoprazole,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,16057,DB00424,drug,Hyoscyamine,DrugBank,36048,4247,disease,peptic ulcer disease,MONDO,C0030920,Peptic ulcer,0.9585070175616952
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14262,DB00936,drug,Salicylic acid,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14262,DB00936,drug,Salicylic acid,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14158,DB00328,drug,Indomethacin,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14158,DB00328,drug,Indomethacin,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14340,DB01397,drug,Magnesium salicylate,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14340,DB01397,drug,Magnesium salicylate,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,36347,2400,disease,synovitis (disease),MONDO,C0039103,Synovitis,0.9923023092922714
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,36436,4855,disease,tenosynovitis,MONDO,C0039520,Tenosynovitis,1.0000000000000004
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,18230,DB05679,drug,Ustekinumab,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,15324,DB01097,drug,Leflunomide,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,15349,DB05676,drug,Apremilast,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14024,DB00635,drug,Prednisone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,17601,DB06674,drug,Golimumab,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,15887,DB08904,drug,Certolizumab pegol,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,17584,DB00051,drug,Adalimumab,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,17583,DB00005,drug,Etanercept,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,17585,DB00065,drug,Infliximab,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,39524,11849,disease,psoriatic arthritis,MONDO,C0003872,psoriatic arthropathy,0.9499222815432813
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14024,DB00635,drug,Prednisone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14024,DB00635,drug,Prednisone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14024,DB00635,drug,Prednisone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,15067,DB14644,drug,Methylprednisolone hemisuccinate,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,15067,DB14644,drug,Methylprednisolone hemisuccinate,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,15067,DB14644,drug,Methylprednisolone hemisuccinate,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,36604,5377,disease,nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.9999999999999996
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,38719,2350,disease,familial nephrotic syndrome,MONDO,C0027726,Nephrotic syndrome,0.8768634158869589
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,83774,6835,disease,lipoid nephrosis,MONDO,C0027721,Lipoid nephrosis,1.0000000000000002
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,20339,DB00742,drug,Mannitol,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14030,DB00860,drug,Prednisolone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14028,DB00741,drug,Hydrocortisone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,15003,DB01380,drug,Cortisone acetate,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14042,DB14539,drug,Hydrocortisone acetate,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14320,DB01234,drug,Dexamethasone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14019,DB00443,drug,Betamethasone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,14023,DB00620,drug,Triamcinolone,DrugBank,83775,6684,disease,brain edema,MONDO,C1527311,Brain oedema,0.9785059945280322
indication,indication,20330,DB11396,drug,Dichlorophen,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15239,DB09351,drug,Levobetaxolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15483,DB01085,drug,Pilocarpine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,17436,DB11660,drug,Latanoprostene bunod,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,20448,DB13262,drug,Aceclidine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14290,DB01057,drug,Echothiophate,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,16847,DB00964,drug,Apraclonidine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15079,DB00195,drug,Betaxolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15849,DB00484,drug,Brimonidine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15466,DB00819,drug,Acetazolamide,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,17173,DB00981,drug,Physostigmine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,16217,DB00133,drug,Serine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,16792,DB00703,drug,Methazolamide,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,16843,DB00449,drug,Dipivefrin,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15105,DB00521,drug,Carteolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14807,DB00668,drug,Epinephrine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15155,DB01210,drug,Levobunolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14198,DB00575,drug,Clonidine,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15225,DB09013,drug,Befunolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14792,DB01229,drug,Paclitaxel,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15095,DB00373,drug,Timolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15156,DB01214,drug,Metipranolol,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14677,DB08819,drug,Tafluprost,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,17434,DB00287,drug,Travoprost,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,14978,DB00905,drug,Bimatoprost,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15491,DB01194,drug,Brinzolamide,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,17435,DB00654,drug,Latanoprost,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,17317,DB13931,drug,Netarsudil,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15779,DB00869,drug,Dorzolamide,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,16795,DB01144,drug,Diclofenamide,DrugBank,36026,5338,disease,open-angle glaucoma,MONDO,C0017612,open angle glaucoma,0.9942692980817462
indication,indication,15794,DB06736,drug,Aceclofenac,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14269,DB00959,drug,Methylprednisolone,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,15324,DB01097,drug,Leflunomide,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14242,DB00814,drug,Meloxicam,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14262,DB00936,drug,Salicylic acid,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,15816,DB09212,drug,Loxoprofen,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,20449,DB13317,drug,Flunoxaprofen,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,15987,DB01401,drug,Choline magnesium trisalicylate,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14509,DB00939,drug,Meclofenamic acid,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,15982,DB00795,drug,Sulfasalazine,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14934,DB00091,drug,Cyclosporine,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,14194,DB00563,drug,Methotrexate,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,20450,DB13527,drug,Proglumetacin,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,17831,DB14509,drug,Lithium carbonate,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
indication,indication,15986,DB01399,drug,Salsalate,DrugBank,29078,8383,disease,rheumatoid arthritis,MONDO,C0003873,Rheumatoid arthritis,1.0000000000000004
